"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"1127","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5062","3000 to 3500","Dec-2017"
"1128","LUXUS HILLS","LUXUS HILL AVENUE","28","Terrace House","na*","4388","2000 to 2500","Dec-2017"
"1129","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4845","2500 to 3000","Nov-2017"
"1130","STRATTON PARK","STRATTON PLACE","28","Terrace House","na*","3200","1500 to 2000","Nov-2017"
"1131","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4700","3000 to 3500","Nov-2017"
"1132","LANDED HOUSING DEVELOPMENT","ANDREWS AVENUE","27","Terrace House","na*","5600","3000 to 3500","Nov-2017"
"1133","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5200","3000 to 3500","Nov-2017"
"1134","SELETAR HILLS ESTATE","SARACA ROAD","28","Detached House","na*","7500","2500 to 3000","Nov-2017"
"1135","SELETAR HILLS ESTATE","KASAI ROAD","28","Semi-Detached House","na*","4500","2000 to 2500","Nov-2017"
"1136","LANDED HOUSING DEVELOPMENT","JALAN LEKUB","28","Semi-Detached House","na*","4600","2000 to 2500","Nov-2017"
"1137","SELETAR HILLS ESTATE","JALAN LEBAT DAUN","28","Semi-Detached House","na*","3500","2000 to 2500","Nov-2017"
"1138","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4700","3000 to 3500","Nov-2017"
"1139","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4600","2500 to 3000","Nov-2017"
"1140","MIMOSA GARDENS","MIMOSA ROAD","28","Semi-Detached House","na*","5800","3000 to 3500","Nov-2017"
"1141","SEMBAWANG SPRINGS ESTATE","JALAN MALU-MALU","27","Semi-Detached House","na*","2188","1000 to 1500","Nov-2017"
"1142","BELGRAVIA PARK","SELETAR TERRACE","28","Terrace House","na*","3600","2000 to 2500","Nov-2017"
"1143","MUGLISTON HILL","MUGLISTON PARK","28","Semi-Detached House","na*","3050","2500 to 3000","Nov-2017"
"1144","SELETAR VIEW","SELETAR HILLS DRIVE","28","Terrace House","na*","4000","1500 to 2000","Nov-2017"
"1145","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","5700","3000 to 3500","Nov-2017"
"1146","STRATTON GREEN","STRATTON DRIVE","28","Terrace House","na*","3500","2000 to 2500","Nov-2017"
"1147","MIMOSA VILLAS","MIMOSA WALK","28","Semi-Detached House","na*","6000","3500 to 4000","Nov-2017"
"1148","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5000","2500 to 3000","Nov-2017"
"1149","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","3500","2000 to 2500","Nov-2017"
"1150","SEMBAWANG STRAITS ESTATE","JALAN SANKAM","27","Semi-Detached House","na*","2300","1000 to 1500","Nov-2017"
"1151","LANDED HOUSING DEVELOPMENT","BEGONIA ROAD","28","Semi-Detached House","na*","3800","2000 to 2500","Nov-2017"
"1152","SELETAR HILLS ESTATE","NERAM ROAD","28","Terrace House","na*","3800","2000 to 2500","Nov-2017"
"1153","LANDED HOUSING DEVELOPMENT","SUNRISE PLACE","28","Terrace House","na*","3800","3000 to 3500","Nov-2017"
"1154","LANDED HOUSING DEVELOPMENT","JALAN TARI ZAPIN","28","Terrace House","na*","2300","<= 1000","Nov-2017"
"1155","BELGRAVIA PARK","SELETAR TERRACE","28","Terrace House","na*","3800","2000 to 2500","Nov-2017"
"1156","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","4100","2000 to 2500","Nov-2017"
"1157","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4700","3000 to 3500","Nov-2017"
"1158","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4600","3000 to 3500","Nov-2017"
"1159","LUXUS HILLS","LUXUS HILL AVENUE","28","Terrace House","na*","4088","2000 to 2500","Nov-2017"
"1160","SERENE PARK","TAMARIND ROAD","28","Detached House","na*","15500","3500 to 4000","Nov-2017"
"1161","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","3600","2500 to 3000","Oct-2017"
"1162","SELETAR HILLS ESTATE","NERAM ROAD","28","Terrace House","na*","3000","1500 to 2000","Oct-2017"
"1163","SARACA VILLAS","SARACA TERRACE","28","Terrace House","na*","3500","2500 to 3000","Oct-2017"
"1164","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Terrace House","na*","4200","2500 to 3000","Oct-2017"
"1165","SEMBAWANG PARK","JALAN LENGKOK SEMBAWANG","27","Semi-Detached House","na*","2700","1000 to 1500","Oct-2017"
"1166","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5000","2500 to 3000","Oct-2017"
"1167","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","4000","2500 to 3000","Oct-2017"
"1168","SARACA GARDENS","SARACA PLACE","28","Terrace House","na*","3200","2000 to 2500","Oct-2017"
"1169","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4889","2500 to 3000","Oct-2017"
"1170","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","3500","2000 to 2500","Oct-2017"
"1171","LANDED HOUSING DEVELOPMENT","JALAN BANGAU","28","Semi-Detached House","na*","6000","3500 to 4000","Oct-2017"
"1172","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4600","3000 to 3500","Oct-2017"
"1173","SELETAR HILLS ESTATE","JALAN KETUMBIT","28","Semi-Detached House","na*","3600","1500 to 2000","Oct-2017"
"1174","MUGLISTON HILL","MUGLISTON PARK","28","Terrace House","na*","3900","1500 to 2000","Oct-2017"
"1175","LUXUS HILLS","LUXUS HILL AVENUE","28","Terrace House","na*","4000","2000 to 2500","Oct-2017"
"1176","LANDED HOUSING DEVELOPMENT","TAMARIND ROAD","28","Semi-Detached House","na*","3550","3000 to 3500","Oct-2017"
"1177","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5000","3000 to 3500","Oct-2017"
"1178","MUGLISTON HILL","MUGLISTON PARK","28","Terrace House","na*","4300","3500 to 4000","Oct-2017"
"1179","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5000","3500 to 4000","Oct-2017"
"1180","SELETAR HILLS ESTATE","JALAN ANTOI","28","Semi-Detached House","na*","1800","<= 1000","Oct-2017"
"1181","SEMBAWANG SPRINGS ESTATE","JALAN MALU-MALU","27","Semi-Detached House","na*","8000","2500 to 3000","Oct-2017"
"1182","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","4500","2500 to 3000","Oct-2017"
"1183","SELETAR HILLS ESTATE","SARACA ROAD","28","Semi-Detached House","na*","3800","2500 to 3000","Oct-2017"
"1184","SEMBAWANG PARK","GOODLINK PARK","27","Terrace House","na*","2700","1500 to 2000","Oct-2017"
"1185","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","3700","2000 to 2500","Oct-2017"
"1186","LANDED HOUSING DEVELOPMENT","BEGONIA DRIVE","28","Semi-Detached House","na*","6700","3000 to 3500","Oct-2017"
"1187","SELETAR HILLS ESTATE","NIM CRESCENT","28","Detached House","na*","12000","4000 to 4500","Oct-2017"
"1188","LANDED HOUSING DEVELOPMENT","SUNRISE AVENUE","28","Semi-Detached House","na*","4000","2000 to 2500","Oct-2017"
"1189","LANDED HOUSING DEVELOPMENT","SEMBAWANG ROAD","27","Semi-Detached House","na*","25000",">8000","Oct-2017"
"1190","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Terrace House","na*","2298","2000 to 2500","Oct-2017"
"1191","LANDED HOUSING DEVELOPMENT","MIMOSA CRESCENT","28","Detached House","na*","5600","4000 to 4500","Oct-2017"
"1192","GREEN SPRINGS","GERALD CRESCENT","28","Terrace House","na*","3700","2000 to 2500","Sep-2017"
"1193","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4900","2000 to 2500","Sep-2017"
"1194","SUNRISE VILLA","SUNRISE WALK","28","Terrace House","na*","7000","2000 to 2500","Sep-2017"
"1195","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4790","2500 to 3000","Sep-2017"
"1196","SELETAR HILLS ESTATE","JALAN ANTOI","28","Semi-Detached House","na*","16340","4500 to 5000","Sep-2017"
"1197","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4821","2500 to 3000","Sep-2017"
"1198","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4300","2000 to 2500","Sep-2017"
"1199","LANDED HOUSING DEVELOPMENT","YIO CHU KANG ROAD","28","Detached House","na*","4300","3000 to 3500","Sep-2017"
"1200","LANDED HOUSING DEVELOPMENT","JALAN LAKUM","28","Terrace House","na*","4700","2500 to 3000","Sep-2017"
"1201","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5000","3000 to 3500","Sep-2017"
"1202","LANDED HOUSING DEVELOPMENT","WAK HASSAN DRIVE","27","Terrace House","na*","6500","4500 to 5000","Sep-2017"
"1203","TUAN SING PARK","DEDAP ROAD","28","Semi-Detached House","na*","6500","2500 to 3000","Sep-2017"
"1204","LANDED HOUSING DEVELOPMENT","JALAN TARI PIRING","28","Terrace House","na*","4500","3000 to 3500","Sep-2017"
"1205","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5600","3000 to 3500","Sep-2017"
"1206","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4200","2000 to 2500","Sep-2017"
"1207","SARACA GARDENS","SARACA PLACE","28","Terrace House","na*","3000","2000 to 2500","Sep-2017"
"1208","CACTUS BLOOM","CACTUS ROAD","28","Terrace House","na*","3800","2000 to 2500","Sep-2017"
"1209","SUNRISE VILLA","SUNRISE WAY","28","Terrace House","na*","3000","1500 to 2000","Sep-2017"
"1210","CABANA","SUNRISE TERRACE","28","Terrace House","na*","6791","3000 to 3500","Sep-2017"
"1211","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4400","3000 to 3500","Sep-2017"
"1212","SUNRISE VILLA","SUNRISE PLACE","28","Terrace House","na*","4000","1500 to 2000","Sep-2017"
"1213","STRATTON PARK","STRATTON WALK","28","Terrace House","na*","3500","2000 to 2500","Sep-2017"
"1214","LANDED HOUSING DEVELOPMENT","SELETAR HILLS DRIVE","28","Detached House","na*","4000","3000 to 3500","Sep-2017"
"1215","SELETAR HILLS ESTATE","JALAN KECHUBONG","28","Detached House","na*","6000","5500 to 6000","Sep-2017"
"1216","MIMOSA VILLAS","MIMOSA WALK","28","Semi-Detached House","na*","5200","2500 to 3000","Aug-2017"
"1217","LUXUS HILLS","SELETAR GREEN WALK","28","Terrace House","na*","4200","3000 to 3500","Aug-2017"
"1218","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5200","2500 to 3000","Aug-2017"
"1219","BELGRAVIA PARK","SELETAR TERRACE","28","Terrace House","na*","4000","2000 to 2500","Aug-2017"
"1220","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","5000","2000 to 2500","Aug-2017"
"1221","THE SHORELINE RESIDENCES II","WAK HASSAN DRIVE","27","Terrace House","na*","6000","3000 to 3500","Aug-2017"
"1222","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","5400","2000 to 2500","Aug-2017"
"1223","MIMOSA VILLAS","MIMOSA WALK","28","Semi-Detached House","na*","6300","3000 to 3500","Aug-2017"
"1224","SELETAR HILLS ESTATE","KASAI ROAD","28","Detached House","na*","10000","5000 to 5500","Aug-2017"
"1225","SELETAR HILLS ESTATE","JALAN LEKUB","28","Semi-Detached House","na*","3700","2500 to 3000","Aug-2017"
"1226","PLATINA GARDENS","PLATINA ROAD","27","Semi-Detached House","na*","3200","1500 to 2000","Aug-2017"
"1227","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","5700","3000 to 3500","Aug-2017"
"1228","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4500","3000 to 3500","Aug-2017"
"1229","LANDED HOUSING DEVELOPMENT","BEGONIA DRIVE","28","Semi-Detached House","na*","4500","3000 to 3500","Aug-2017"
"1230","SUMMER VILLAS","GERALD DRIVE","28","Terrace House","na*","4700","3000 to 3500","Aug-2017"
"1231","SEMBAWANG SPRINGS ESTATE","JALAN SHAER","27","Detached House","na*","3100","1000 to 1500","Aug-2017"
"1232","SELETAR HILLS ESTATE","JALAN REDOP","28","Semi-Detached House","na*","6000","3000 to 3500","Aug-2017"
"1233","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Semi-Detached House","na*","3900","2000 to 2500","Aug-2017"
"1234","LANDED HOUSING DEVELOPMENT","NIM CRESCENT","28","Semi-Detached House","na*","6700","2500 to 3000","Aug-2017"
"1235","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4000","2000 to 2500","Aug-2017"
"1236","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5008","2500 to 3000","Aug-2017"
"1237","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4821","2500 to 3000","Aug-2017"
"1238","STRATTON PARK","STRATTON PLACE","28","Terrace House","na*","3150","1500 to 2000","Aug-2017"
"1239","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5482","3000 to 3500","Aug-2017"
"1240","SELETAR GARDEN","CACTUS ROAD","28","Terrace House","na*","4350","3000 to 3500","Aug-2017"
"1241","BELGRAVIA PARK","SELETAR TERRACE","28","Terrace House","na*","3300","2000 to 2500","Aug-2017"
"1242","STRATTON PARK","STRATTON WALK","28","Terrace House","na*","2600","2000 to 2500","Aug-2017"
"1243","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4300","3000 to 3500","Aug-2017"
"1244","SEMBAWANG STRAITS ESTATE","JALAN BASONG","27","Semi-Detached House","na*","2500","1500 to 2000","Aug-2017"
"1245","FLORIDA PARK","SUNRISE DRIVE","28","Semi-Detached House","na*","4000","3000 to 3500","Aug-2017"
"1246","SELETAR HILLS ESTATE","JALAN KENARAH","28","Semi-Detached House","na*","4300","1500 to 2000","Aug-2017"
"1247","SELETAR HILLS ESTATE","JALAN JARAK","28","Semi-Detached House","na*","2800","<= 1000","Aug-2017"
"1248","LANDED HOUSING DEVELOPMENT","JALAN MATA AYER","27","Semi-Detached House","na*","3800","2000 to 2500","Aug-2017"
"1249","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4000","2500 to 3000","Jul-2017"
"1250","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","3800","2500 to 3000","Jul-2017"
"1251","LANDED HOUSING DEVELOPMENT","WAK HASSAN DRIVE","27","Terrace House","na*","6500","6000 to 6500","Jul-2017"
"1252","CABANA","SUNRISE TERRACE","28","Terrace House","na*","6000","3000 to 3500","Jul-2017"
"1253","LANDED HOUSING DEVELOPMENT","ANDREWS TERRACE","27","Terrace House","na*","6400","2500 to 3000","Jul-2017"
"1254","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4500","2000 to 2500","Jul-2017"
"1255","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5289","3000 to 3500","Jul-2017"
"1256","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4500","2000 to 2500","Jul-2017"
"1257","SELETAR HILLS ESTATE","SELETAR CLOSE","28","Detached House","na*","5500","2500 to 3000","Jul-2017"
"1258","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Terrace House","na*","3900","2000 to 2500","Jul-2017"
"1259","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","5000","2500 to 3000","Jul-2017"
"1260","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4800","3000 to 3500","Jul-2017"
"1261","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4915","2500 to 3000","Jul-2017"
"1262","LUXUS HILLS","LUXUS HILL AVENUE","28","Terrace House","na*","4200","2000 to 2500","Jul-2017"
"1263","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Terrace House","na*","4200","2000 to 2500","Jul-2017"
"1264","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4600","2000 to 2500","Jul-2017"
"1265","LANDED HOUSING DEVELOPMENT","MIMOSA CRESCENT","28","Semi-Detached House","na*","5000","2000 to 2500","Jul-2017"
"1266","CAMELIA PARK","TAMARIND ROAD","28","Semi-Detached House","na*","5000","2000 to 2500","Jul-2017"
"1267","SUMMER VILLAS","GERALD DRIVE","28","Terrace House","na*","5500","3000 to 3500","Jul-2017"
"1268","DEDAP GARDENS","DEDAP LINK","28","Terrace House","na*","3300","1500 to 2000","Jul-2017"
"1269","LANDED HOUSING DEVELOPMENT","MIMOSA CRESCENT","28","Semi-Detached House","na*","5000","2000 to 2500","Jul-2017"
"1270","LANDED HOUSING DEVELOPMENT","GERALD PARK","28","Terrace House","na*","3700","1500 to 2000","Jul-2017"
"1271","LANDED HOUSING DEVELOPMENT","JALAN TARI PIRING","28","Terrace House","na*","2500","1000 to 1500","Jul-2017"
"1272","LANDED HOUSING DEVELOPMENT","SUNRISE AVENUE","28","Terrace House","na*","3800","3000 to 3500","Jul-2017"
"1273","GERALD GARDENS","GERALD CRESCENT","28","Terrace House","na*","3800","2000 to 2500","Jul-2017"
"1274","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4800","3000 to 3500","Jul-2017"
"1275","LANDED HOUSING DEVELOPMENT","GERALD PARK","28","Terrace House","na*","3500","2000 to 2500","Jul-2017"
"1276","SEMBAWANG SPRINGS ESTATE","JALAN SALANG","27","Semi-Detached House","na*","8000","<= 1000","Jul-2017"
"1277","TUAN SING PARK","YIO CHU KANG ROAD","28","Semi-Detached House","na*","3400","3500 to 4000","Jul-2017"
"1278","ESTE VILLA","NIM ROAD","28","Terrace House","na*","7600","3500 to 4000","Jul-2017"
"1279","SARACA GARDENS","SARACA WALK","28","Terrace House","na*","2200","2000 to 2500","Jul-2017"
"1280","LANDED HOUSING DEVELOPMENT","JALAN TARI SERIMPI","28","Terrace House","na*","2900","1500 to 2000","Jul-2017"
"1281","SELETAR HILLS ESTATE","JALAN SINDOR","28","Semi-Detached House","na*","2000","1500 to 2000","Jul-2017"
"1282","KELULUT HILL","KELULUT HILL","28","Terrace House","na*","3000","1500 to 2000","Jul-2017"
"1283","CACTUS BLOOM","CACTUS ROAD","28","Terrace House","na*","4000","2000 to 2500","Jul-2017"
"1284","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4728","2500 to 3000","Jul-2017"
"1285","LUXUS HILLS","LUXUS HILL AVENUE","28","Terrace House","na*","4000","2000 to 2500","Jul-2017"
"1286","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4000","2500 to 3000","Jun-2017"
"1287","STRATTON PARK","STRATTON PLACE","28","Terrace House","na*","3300","1500 to 2000","Jun-2017"
"1288","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4850","3000 to 3500","Jun-2017"
"1289","SELETAR VIEW","SELETAR HILLS DRIVE","28","Terrace House","na*","3000","1500 to 2000","Jun-2017"
"1290","SELETAR HILLS ESTATE","JALAN JORAN","28","Semi-Detached House","na*","3600","1500 to 2000","Jun-2017"
"1291","LANDED HOUSING DEVELOPMENT","JALAN SENDUDOK","27","Detached House","na*","4500","2500 to 3000","Jun-2017"
"1292","SEMBAWANG SPRINGS ESTATE","JALAN MALU-MALU","27","Semi-Detached House","na*","3000","1500 to 2000","Jun-2017"
"1293","SUNRISE VILLA","SUNRISE TERRACE","28","Terrace House","na*","3000","1500 to 2000","Jun-2017"
"1294","SEMBAWANG STRAITS ESTATE","SEMBAWANG ROAD","27","Semi-Detached House","na*","3000","1000 to 1500","Jun-2017"
"1295","SELETAR HILLS ESTATE","NIM DRIVE","28","Detached House","na*","10000","4500 to 5000","Jun-2017"
"1296","SELETAR HILLS ESTATE","JALAN KELULUT","28","Semi-Detached House","na*","3100","1500 to 2000","Jun-2017"
"1297","SELETAR HILLS ESTATE","JALAN KECHUBONG","28","Detached House","na*","4100","1000 to 1500","Jun-2017"
"1298","SELETAR VIEW","SELETAR HILLS DRIVE","28","Terrace House","na*","3400","1500 to 2000","Jun-2017"
"1299","SEMBAWANG PARK","JALAN LENGKOK SEMBAWANG","27","Semi-Detached House","na*","4300","1000 to 1500","Jun-2017"
"1300","SELETAR HILLS ESTATE","JALAN LAKUM","28","Terrace House","na*","2200","1000 to 1500","Jun-2017"
"1301","MIMOSA VILLAS","MIMOSA WALK","28","Semi-Detached House","na*","2900","3000 to 3500","Jun-2017"
"1302","CAMELIA PARK","TAMARIND ROAD","28","Semi-Detached House","na*","4400","2000 to 2500","Jun-2017"
"1303","SEMBAWANG GARDENS ARCADE","SEMBONG ROAD","27","Semi-Detached House","na*","6800","4500 to 5000","Jun-2017"
"1304","LANDED HOUSING DEVELOPMENT","BEGONIA DRIVE","28","Semi-Detached House","na*","3000","2000 to 2500","Jun-2017"
"1305","SELETAR HILLS ESTATE","JALAN JARAK","28","Semi-Detached House","na*","2600","1000 to 1500","Jun-2017"
"1306","SARACA GARDENS","SARACA ROAD","28","Semi-Detached House","na*","4200","2500 to 3000","Jun-2017"
"1307","MIMOSA VILLAS","MIMOSA WALK","28","Semi-Detached House","na*","4400","3000 to 3500","Jun-2017"
"1308","HOCK SWEE HILL","BEGONIA DRIVE","28","Semi-Detached House","na*","5100","3500 to 4000","Jun-2017"
"1309","LILAC PARK","MIMOSA ROAD","28","Semi-Detached House","na*","4100","2500 to 3000","Jun-2017"
"1310","LUXUS HILLS","LUXUS HILL AVENUE","28","Semi-Detached House","na*","5000","2000 to 2500","Jun-2017"
"1311","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Terrace House","na*","5000","2000 to 2500","Jun-2017"
"1312","SEMBAWANG SPRINGS ESTATE","JALAN SERENGAM","27","Semi-Detached House","na*","2800","<= 1000","Jun-2017"
"1313","SUMMER VILLAS","GERALD DRIVE","28","Terrace House","na*","4600","3000 to 3500","Jun-2017"
"1314","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5200","3000 to 3500","Jun-2017"
"1315","LUXUS HILLS","SELETAR GREEN VIEW","28","Terrace House","na*","3900","2000 to 2500","Jun-2017"
"1316","DEDAP GARDENS","DEDAP PLACE","28","Terrace House","na*","3500","1500 to 2000","Jun-2017"
"1317","KELULUT HILL","KELULUT HILL","28","Terrace House","na*","3000","1500 to 2000","Jun-2017"
"1318","DEDAP GARDENS","DEDAP PLACE","28","Terrace House","na*","4100","1500 to 2000","Jun-2017"
"1319","LANDED HOUSING DEVELOPMENT","JALAN TARI DULANG","28","Terrace House","na*","2600","1500 to 2000","Jun-2017"
"1320","STRATTON GREEN","STRATTON DRIVE","28","Terrace House","na*","3900","2000 to 2500","Jun-2017"
